198,sa,know,,
199,soldi,money,,
200,parlare,speak,,
201,sulla,on,,
202,sarebbe,would be,,
203,dispiace,sorry,,
204,ai,to,,
205,deve,needs to,,
206,gente,people,,
207,dice,He says,,
208,tre,three,,
209,madre,mother,,
210,momento,moment,,
211,aspetta,wait up,,
212,cosi,so,,
213,altra,other,,
214,questi,these,,
215,siete,you are,,
216,nuovo,new,,
217,successo,success,,
218,mondo,world,,
219,piace,like it,,
220,nostro,our,,
221,aveva,had,,
222,forza,power,,
223,possiamo,We can,,
224,avere,to have,,
225,oggi,today,,
226,dov,dov,,
227,ah,ha,,
228,figlio,son,,
229,dentro,inside,,
230,ragazzi,boys,,
231,penso,I think,,
232,ero,I was,,
233,accordo,agreement,,
234,queste,these,,
235,faccio,I do,,
236,facendo,doing,,
237,degli,from,,
238,fosse,it were,,
239,donna,woman,,
240,giusto,quite right,,
241,avevo,I had,,
242,altri,others,,
243,nome,first name,,
244,avanti,forward,,
245,eh,huh,,
246,subito,immediately,,
247,tutte,all,,
248,signora,Mrs,,
249,basta,that's enough,,
250,notte,night,,
251,farlo,to do it,,
252,sapere,know,,
253,tutta,all,,
254,bella,beautiful,,
255,lì,there,,
256,porta,door,,
257,sicuro,sure,,
258,testa,head,,
259,faccia,face,,
260,vado,I go,,
261,senti,feeling,,
262,persone,people,,
263,nostra,our,,
264,sentito,heard,,
265,stare,to stay,,
266,appena,as soon as,,
267,sotto,under,,
268,uomini,men,,
269,preso,taken,,
270,merda,shit,,
271,tipo,guy,,
272,ragazzo,boy,,
273,morto,dead,,
274,paura,fear,,
275,pronto,ready,,
276,avuto,had,,
277,buona,good,,
278,ragazza,girl,,
279,presto,soon,,
280,erano,they were,,
281,moglie,wife,,
282,idea,idea,,
283,capito,I got it,,
284,stesso,same,,
285,abbia,has,,
286,é,is,,
287,potrebbe,could,,
288,suoi,his,,
289,pensi,think,,
290,problema,problem,,
291,amore,love,,
292,ii,ii,,
293,insieme,together,,
294,papà,Pope,,
295,tuoi,your,,
296,succede,It happens,,
297,volte,times,,
298,domani,tomorrow,,
299,vorrei,I would like to,,
300,tesoro,treasure,,
301,caso,case,,
302,ragione,reason,,
303,storia,history,,
304,okay,okay,,
305,volevo,I wanted,,
306,qua,here,,
307,prendere,to take,,
308,fino,till,,
309,nulla,nothing,,
310,trovato,found,,
311,bello,beautiful,,
312,dici,you say,,
313,macchina,machine,,
314,venire,to come,,
315,dato,given,,
316,l,the,,
317,nei,in,,
318,giorni,days,,
319,dico,I say,,
320,mano,but no,,
321,stiamo,we are,,
322,aver,having,,
323,serve,need,,
324,famiglia,family,,
325,buon,good,,
326,vediamo,we see,,
327,terra,land,,
328,fratello,brother,,
329,stanno,they are,,
330,letto,bed,,
331,facciamo,let's make,,
332,scusa,sorry,,
333,piacere,pleasure,,
334,fine,end,,
335,secondo,second,,
336,ciò,it,,
337,aiuto,Help,,
338,avrei,I would have,,
339,amici,friends,,
340,polizia,police,,
341,piano,plan,,
342,capo,head,,
343,state,been,,
344,diavolo,Devil,,
345,meno,less,,
346,morte,death,,
347,capisco,I see,,
348,vedo,I see,,
349,stati,States,,
350,neanche,neither,,
351,quale,which,,
352,primo,first,,
353,bel,beautiful,,
354,vostro,your,,
355,là,there,,
356,scusi,sorry,,
357,vedi,you see,,
358,strada,Street,,
359,quei,those,,
360,po,little,,
361,persona,person,,
362,occhi,eyes,,
363,giro,round,,
364,quelle,those,,
365,quasi,almost,,
366,salve,Hello,,
367,credi,believe,,
368,mentre,while,,
369,dollari,dollars,,
370,bambino,child,,
371,sera,evening,,
372,film,movie,,
373,avrebbe,it would have,,
374,ucciso,killed,,
375,indietro,back,,
376,contro,versus,,
377,sento,I hear,,
378,dovuto,due,,
379,tornare,return,,
380,mani,hands,,
381,mie,my,,
382,acqua,water,,
383,nessun,no,,
384,abbastanza,quite,,
385,pensavo,I thought,,
386,minuti,minutes,,
387,bambini,children,,
388,andato,gone,,
389,vostra,your,,
390,finito,finished,,
391,cercando,looking for,,
392,tardi,late,,
393,trovare,to find,,
394,stavo,I was,,
395,col,with the,,
396,viene,it is,,
397,veramente,really,,
398,ore,hours,,
399,nostri,our,,
400,chiama,who loves,,
401,far,to,,
402,guerra,war,,
403,piccolo,small,,
404,prendi,take,,
405,anch,anch,,
406,sola,one,,
407,cuore,heart,,
408,nemmeno,not even,,
409,forte,strong,,
410,bravo,good boy,,
411,quelli,those,,
412,giù,down,,
413,stasera,tonight,,
414,parla,speaks,,
415,venuto,came,,
416,sig,Mr,,
417,sue,its,,
418,comunque,anyway,,
419,numero,number,,
420,punto,point,,
421,roba,stuff,,
422,fanno,they do,,
423,stessa,itself,,
424,scuola,school,,
425,felice,happy,,
426,vecchio,old,,
427,perso,lost,,
428,uscire,go out,,
429,città,city,,
430,importa,it matters,,
431,dietro,behind,,
432,invece,instead,,
433,pensato,thought,,
434,fu,it was,,
435,lascia,leaves,,
436,nelle,in,,
437,donne,women,,
438,importante,important,,
439,figlia,daughter,,
440,spero,I hope,,
441,chiesto,asked,,
442,poco,little,,
443,verso,to,,
444,marito,husband,,
445,morire,to die,,
446,dovrebbe,it should,,
447,com,com,,
448,migliore,best,,
449,quattro,four,,
450,puttana,bitch,,
451,cinque,five,,
452,almeno,at least,,
453,ricordi,memories,,
454,sapevo,I knew,,
455,però,However,,
456,sangue,blood,,
457,settimana,week,,
458,potrei,I could,,
459,entrare,to come in,,
460,fate,you do,,
461,colpa,fault,,
462,dottore,doctor,,
463,pensa,thinks,,
464,anno,year,,
465,possibile,possible,,
466,piedi,walking,,
467,vicino,close,,
468,amo,I love,,
469,dovrei,I should,,
470,passato,past,,
471,piccola,small,,
472,messo,put,,
473,capitano,captain,,
474,fatta,done,,
475,ultima,latest,,
476,qual,what,,
477,andata,going,,
478,dovresti,you should,,
479,dammi,give me,,
480,farò,lighthouse,,
481,sentire,feel,,
482,altre,other,,
483,pensare,to think,,
484,vivere,to live,,
485,portato,brought,,
486,eri,you was,,
487,riesco,I can,,
488,gia,already,,
489,ia,ia,,
490,parlando,speaking,,
491,pure,mashed potato,,
492,stanza,room,,
493,telefono,phone,,
494,ascolta,listen,,
495,buongiorno,good morning,,
496,parlato,spoken,,
497,conosco,I know,,
498,nessuna,none,,
499,tue,your,,
500,significa,it means,,
501,chiamato,named,,
502,musica,music,,
503,lasciato,left,,
504,volete,want,,
505,conto,bill,,
506,corpo,body,,
507,dare,give,,
508,ricordo,I remember,,
509,culo,ass,,
510,perdere,to lose,,
511,serio,serious,,
512,jack,jack,,
513,be,well,,
514,mezzo,half,,
515,andando,going,,
516,fossi,I,,
517,vista,view,,
518,difficile,hard,,
519,john,john,,
520,stava,he was,,
521,sopra,over it,,
522,mangiare,to eat,,
523,prova,test,,
524,ieri,yesterday,,
525,genere,gender,,
526,fuoco,fire,,
527,strano,strange,,
528,ben,well,,
529,paese,country,,
530,signorina,young lady,,
531,parola,word,,
532,figli,sons,,
533,ln,ln,,
534,possa,can,,
535,magari,maybe,,
536,fortuna,luck,,
537,voleva,He wanted,,
538,problemi,problems,,
539,mesi,months,,
540,dimmi,tell me,,
541,potuto,could,,
542,chiamo,call,,
543,dicendo,saying,,
544,quanti,How many,,
545,gioco,game,,
546,possono,can,,
547,signori,gentlemen,,
548,farti,you,,
549,qualsiasi,any,,
550,molti,lot of,,
551,resto,rest,,
552,ragazze,girls,,
553,nuova,new,,
554,sorella,sister,,
555,davanti,front,,
556,re,king,,
557,foto,photo,,
558,dica,tell,,
559,torna,returns,,
560,domanda,question,,
561,pare,apparently,,
562,pace,peace,,
563,tieni,keep,,
564,mente,mind,,
565,sacco,bag,,
566,auto,car,,
567,finita,over,,
568,capire,to understand,,
569,verità,truth,,
570,paio,pair,,
571,cane,dog,,
572,vogliono,they want,,
573,attimo,moment,,
574,senso,sense,,
575,dovremmo,we should,,
576,lavorare,to work,,
577,perche,why,,
578,n,n,,
579,vivo,I live,,
580,stia,is,,
581,dalle,give her,,
582,andate,go,,
583,attenzione,caution,,
584,fra,between,,
585,pistola,gun,,
586,agli,to,,
587,vada,go,,
588,mr,mr,,
589,farmi,me,,
590,festa,party,,
591,saranno,they will be,,
592,vede,sees,,
593,buono,good,,
594,dicono,they say,,
595,presidente,president,,
596,unica,only,,
597,bere,drinking,,
598,passare,to pass,,
599,unico,single,,
600,sapete,you know,,
601,fantastico,fantastic,,
602,affari,business,,
603,dell,of,,
604,cielo,sky,,
605,coraggio,courage,,
606,spiace,sorry,,
607,ufficio,office,,
608,cara,Dear,,
609,agente,agent,,
610,smettila,stop that,,
611,luce,light,,
612,fammi,let me,,
613,dormire,to sleep,,
614,facile,easy,,
615,piu,more,,
616,capisci,Do you understand,,
617,parole,words,,
618,hey,hey,,
619,avessi,I had,,
620,giovane,young,,
621,potete,you can,,
622,divertente,funny,,
623,new,new,,
624,generale,general,,
625,ultimo,last,,
626,entra,come in,,
627,controllo,control,,
628,voce,voice,,
629,lungo,long,,
630,morta,dead,,
631,gran,great,,
632,esatto,exact,,
633,morti,dead,,
634,probabilmente,probably,,
635,cena,dinner,,
636,libro,book,,
637,sappiamo,we know,,
638,siano,are,,
639,arrivato,arrived,,
640,avevi,you had,,
641,squadra,team,,
642,scritto,written,,
643,faremo,we will,,
644,fatti,facts,,
645,credere,to believe,,
646,cristo,Christ,,
647,cerca,search for,,
648,vogliamo,we want,,
649,sulle,on,,
650,nostre,our,,
651,uccidere,kill,,
652,vuol,wants,,
653,farà,will make,,
654,attento,careful,,
655,sarei,I would be,,
656,molte,many,,
657,voglia,wish,,
658,chiedo,I ask,,
659,esattamente,exactly,,
660,pronti,ready,,
661,cura,care,,
662,sui,on,,
663,caro,expensive,,
664,chiaro,clear,,
665,lontano,far,,
666,tratta,is,,
667,pazzo,crazy,,
668,sicura,safety,,
669,stronzo,asshole,,
670,potresti,could,,
671,cercare,search for,,
672,ordine,order,,
673,conosci,know,,
674,parli,you speak,,
675,perfetto,perfect,,
676,sbagliato,mistaken,,
677,quest,quest,,
678,dieci,ten,,
679,restare,to remain,,
680,venite,you come,,
681,prendo,I take,,
682,stupido,stupid,,
683,arrivare,arrive,,
684,aria,air,,
685,credevo,I thought,,
686,passo,step,,
687,motivo,reason,,
688,s,s,,
689,prossima,next,,
690,sarai,you will be,,
691,farai,do,,
692,alcuni,some,,
693,chiami,who do you Love,,
694,lasciami,leave me,,
695,sarò,I will be,,
696,fermo,stationary,,
697,eravamo,we were,,
698,aspettare,wait,,
699,viaggio,travel,,
700,finché,until,,
701,mettere,to put,,
702,resta,remains,,
703,arriva,arrives,,
704,aspetto,appearance,,
705,avresti,you would have,,
706,campo,field,,
707,papa,Pope,,
708,arrivo,arrival,,
709,dello,of the,,
710,minuto,minute,,
711,portare,bring,,
712,guardare,to watch,,
713,camera,room,,
714,benissimo,very well,,
715,milioni,millions,,
716,lasciare,to leave,,
717,diventare,become,,
718,ospedale,Hospital,,
719,venga,come,,
720,zio,uncle,,
721,soltanto,only,,
722,bocca,mouth,,
723,né,neither,,
724,zitto,Shut up,,
725,continua,keep it going,,
726,bagno,bathroom,,
727,durante,during,,
728,ricevuto,received,,
729,bisogna,need,,
730,idiota,idiot,,
731,negli,in,,
732,bambina,child,,
733,colpo,blow,,
734,fretta,hurry,,
735,dottor,Dr.,,
736,metti,put,,
737,causa,cause,,
738,inizio,beginning,,
739,giocare,to play,,
740,voluto,would,,
741,trova,find,,
742,vanno,they go,,
743,permesso,permit,,
744,armi,weapons,,
745,bastardo,Bastard,,
746,devono,must,,
747,crede,he believes,,
748,succedendo,happening,,
749,guardate,watch,,
750,tornato,got back,,
751,potremmo,we could,,
752,dovete,you have to,,
753,venuta,coming,,
754,vostri,your,,
755,sole,Sun,,
756,torno,I return,,
757,gruppo,group,,
758,genitori,parents,,
759,situazione,situation,,
760,dirmi,tell me,,
761,lasci,leave,,
762,the,the,,
763,denaro,money,,
764,settimane,weeks,,
765,alto,high,,
766,preoccuparti,worry,,
767,grandi,great,,
768,onore,honor,,
769,piacerebbe,would like to,,
770,sogno,dream,,
771,giornata,day,,
772,deciso,decided,,
773,capelli,hair,,
774,pezzo,piece,,
775,disse,He said,,
776,tom,tom,,
777,porto,port,,
778,chiamare,to call,,
779,addio,goodbye,,
780,york,york,,
781,allo,the,,
782,fondo,background,,
783,aspetti,wait,,
784,traduzione,translation,,
785,mandato,mandate,,
786,guardi,look,,
787,ormai,by now,,
788,piuttosto,Rather,,
789,oltre,over,,
790,matrimonio,marriage,,
791,circa,about,,
792,brava,good,,
793,vattene,get out,,
794,grae,grae,,
795,avesse,had,,
796,qualunque,whatever,,
797,www,www,,
798,frank,frank,,
799,vera,real,,
800,futuro,future,,
801,do,do,,
802,joe,joe,,
803,prende,he takes,,
804,sicurezza,safety,,
805,vengo,I come,,
806,potere,power,,
807,tanti,many,,
808,scelta,choice,,
809,legge,law,,
810,odio,hate,,
811,cibo,food,,
812,fame,hunger,,
813,prigione,prison,,
814,guai,trouble,,
815,mattina,morning,,
816,quell,that,,
817,semplice,simple,,
818,chiunque,anyone,,
819,vecchia,old,,
820,brutto,ugly,,
821,usare,use,,
822,saperlo,know,,
823,mese,month,,
824,occhio,eye,,
825,speciale,special,,
826,provare,try out,,
827,cambiare,to change,,
828,domande,questions,,
829,piacciono,like,,
830,funziona,it works,,
831,sistema,system,,
832,natale,Christmas,,
833,prossimo,next one,,
834,messaggio,message,,
835,incidente,accident,,
836,radio,radio,,
837,aereo,plane,,
838,buonanotte,good night,,
839,finalmente,long last,,
840,assolutamente,absolutely,,
841,sam,sam,,
842,ottimo,great,,
843,solito,usual,,
844,avvocato,lawyer,,
845,compagnia,company,,
846,ve,you,,
847,nave,ship,,
848,glielo,him,,
849,gentile,kind,,
850,peccato,sin,,
851,servizio,service,,
852,scena,scene,,
853,incredibile,unbelievable,,
854,michael,michael,,
855,tv,TV,,
856,specie,species,,
857,spesso,often,,
858,dirlo,tell,,
859,david,david,,
860,pensando,thinking,,
861,entrambi,both of them,,
862,finire,to end,,
863,veloce,fast,,
864,intorno,around,,
865,addosso,on,,
866,parti,set off,,
867,avrai,you will have,,
868,tante,many,,
869,provato,tried,,
870,poteva,he could,,
871,pagare,to pay,,
872,calma,calm,,
873,conosce,know,,
874,sanno,know,,
875,tizio,someone,,
876,sette,seven,,
877,segreto,secret,,
878,pieno,full,,
879,doveva,where you go,,
880,carino,cute,,
881,dirti,tell you,,
882,arrivederci,see you later,,
883,amica,friend,,
884,quali,Which,,
885,ritardo,delay,,
886,faceva,it was,,
887,vederti,see you,,
888,poter,can,,
889,grosso,big,,
890,giuro,I swear,,
891,esercito,army,,
892,occhiata,look,,
893,freddo,cold,,
894,vestiti,clothes,,
895,avrà,will,,
896,santo,holy,,
897,scusami,I'm sorry,,
898,libero,free,,
899,centro,center,,
900,dimenticato,Forgot,,
901,america,America,,
902,lettera,letter,,
903,cavallo,horse,,
904,grado,degree,,
905,cercato,looked for,,
906,chiave,key,,
907,andrà,will,,
908,fallo,just do it,,
909,mare,sea,,
910,fermi,firm,,
911,nello,in,,
912,treno,train,,
913,sinistra,left,,
914,completamente,completely,,
915,saputo,known,,
916,scoperto,discovered,,
917,scusate,sorry,,
918,avevano,they had,,
919,caffè,coffee,,
920,tempi,times,,
921,rumore,noise,,
922,sesso,sex,,
923,silenzio,silence,,
924,uh,uh,,
925,intenzione,intention,,
926,laggiù,over there,,
927,arrivando,coming,,
928,chiedere,to ask,,
929,rapporto,relationship,,
930,sente,hears,,
931,apri,you open,,
932,servono,serve,,
933,ricorda,remember,,
934,trovo,I find,,
935,maestro,master,,
936,terribile,terrible,,
937,fronte,front,,
938,otto,eight,,
939,pubblico,public,,
940,cervello,brain,,
941,interessa,interest,,
942,tranquillo,quiet,,
943,rispetto,respect,,
944,destra,right,,
945,quante,how much it is,,
946,j,j,,
947,aiutare,to help,,
948,nero,black,,
949,mille,one thousand,,
950,diritto,right,,
951,accidenti,damn,,
952,saremo,we will be,,
953,peggio,worse,,
954,realtà,reality,,
955,consiglio,council,,
956,dovevo,I had to,,
957,stanotte,tonight,,
958,diverso,different,,
959,dolore,ache,,
960,pronta,ready,,
961,impossibile,impossible,,
962,anima,soul,,
963,prove,evidence,,
964,omicidio,murder,,
965,alcune,some,,
966,vestito,dress,,
967,risposta,answer,,
968,siediti,sit down,,
969,cambiato,changed,,
970,ferma,stop,,
971,governo,government,,
972,aspettando,waiting for,,
973,linea,line,,
974,normale,normal,,
975,tenente,lieutenant,,
976,ragae,ragae,,
977,sorpresa,surprise,,
978,colonnello,colonel,,
979,dí,of,,
980,vengono,are,,
981,porti,ports,,
982,farci,make us,,
983,partita,game,,
984,guardia,guard,,
985,chiuso,closed,,
986,direi,I'd say,,
987,soli,just,,
988,sapeva,He knew,,
989,fin,from,,
990,manca,it lacks,,
991,cavolo,cabbage,,
992,base,basis,,
993,diceva,he said,,
994,harry,harry,,
995,san,St.,,
996,vale,worth,,
997,duro,hard,,
998,chiamata,call,,
999,george,george,,
1000,ordini,orders,,
1001,tenere,to keep,,
1002,presa,socket,,
1003,charlie,charlie,,
1004,mike,mike,,
1005,riguardo,about,,
1006,luogo,place,,
1007,paul,paul,,
1008,personale,staff,,
1009,incontro,meeting,,
1010,volevi,you wanted,,
1011,wow,wow,,
1012,vinto,won,,
1013,conosciuto,known,,
1014,dagli,by,,
1015,interessante,Interesting,,
1016,sergente,sergeant,,
1017,sparato,shot,,
1018,oro,gold,,
1019,dl,dl,,
1020,dà,from,,
1021,avevamo,we had,,
1022,sembrava,It seemed,,
1023,altrimenti,otherwise,,
1024,aspettate,expect,,
1025,posizione,position,,
1026,caldo,hot,,
1027,nonno,not no,,
1028,potevo,I could,,
1029,immagino,I imagine,,
1030,migliori,best,,
1031,inferno,hell,,
1032,nonna,grandmother,,
1033,dolce,sweet,,
1034,vive,lives,,
1035,notizie,news,,
1036,luna,moon,,
1037,miss,miss,,
1038,semplicemente,simply,,
1039,medico,doctor,,
1040,esiste,exists,,
1041,esempio,example,,
1042,zona,area,,
1043,proposito,purpose,,
1044,uniti,united,,
1045,pezzi,pieces,,
1046,trovi,find,,
1047,inglese,English,,
1048,parlo,I speak,,
1049,errore,mistake,,
1050,d,d,,
1051,maggiore,greater,,
1052,continuare,to continue,,
1053,scappare,to run away,,
1054,seconda,second,,
1055,oddio,oh God,,
1056,eccolo,there he is,,
1057,gesù,Jesus,,
1058,attraverso,through,,
1059,programma,program,,
1060,perciò,therefore,,
1061,riesci,are able,,
1062,net,net,,
1063,chiudi,close,,
1064,gamba,leg,,
1065,vostre,your,,
1066,t,t,,
1067,saresti,would you be,,
1068,passi,steps,,
1069,verrà,it will come,,
1070,salute,health,,
1071,birra,beer,,
1072,comandante,commander,,
1073,assassino,murderess,,
1074,simile,similar,,
1075,possibilità,possibility,,
1076,rimasto,remained,,
1077,caccia,hunting,,
1078,poliziotto,policeman,,
1079,questione,question,,
1080,carta,paper,,
1081,lavora,working,,
1082,controllare,to check,,
1083,spettacolo,show,,
1084,naturalmente,naturally,,
1085,scrivere,to write,,
1086,jimmy,jimmy,,
1087,contento,happy,,
1088,volo,flight,,
1089,promesso,promised,,
1090,stessi,themselves,,
1091,passa,passes,,
1092,insomma,in conclusion,,
1093,chiesa,church,,
1094,partire,leave,,
1095,oppure,or,,
1096,carne,meat,,
1097,pranzo,lunch,,
1098,studio,study,,
1099,entro,within,,
1100,appuntamento,appointment,,
1101,sembri,you look,,
1102,pena,punishment,,
1103,bianco,White,,
1104,secondi,seconds,,
1105,missione,mission,,
1106,usa,USA,,
1107,dia,dia,,
1108,arrivati,arrived,,
1109,fermati,stopped,,
1110,calmati,take it easy,,
1111,forma,form,,
1112,giusta,right,,
1113,compleanno,birthday,,
1114,rimanere,stay,,
1115,palle,balls,,
1116,barca,boat,,
1117,affare,deal,,
1118,ie,ie,,
1119,de,de,,
1120,esserci,occur,,
1121,peter,peter,,
1122,max,max,,
1123,coi,with,,
1124,nord,north,,
1125,leggere,to read,,
1126,uscita,Exit,,
1127,cioè,that is,,
1128,ascoltami,listen to me,,
1129,braccio,arm,,
1130,informazioni,information,,
1131,certamente,of course,,
1132,direttore,director,,
1133,johnny,johnny,,
1134,canzone,song,,
1135,maledizione,curse,,
1136,scarpe,shoes,,
1137,colpito,hit it,,
1138,schifo,disgust,,
1139,pericolo,danger,,
1140,andati,gone,,
1141,mica,mica,,
1142,necessario,necessary,,
1143,umano,human,,
1144,bellissima,gorgeous,,
1145,rosso,red,,
1146,soldato,soldier,,
1147,don,Don,,
1148,fossero,they were,,
1149,dite,of you,,
1150,corso,course,,
1151,regalo,gift,,
1152,rubato,stolen,,
1153,carina,nice,,
1154,dunque,therefore,,
1155,bar,bar,,
1156,figliolo,son,,
1157,classe,class,,
1158,stronzate,bullshit,,
1159,brutta,ugly,,
1160,scherzando,joking,,
1161,vaffanculo,fuck off,,
1162,lunga,long,,
1163,benvenuto,welcome,,
1164,banca,bank,,
1165,negozio,shop,,
1166,sogni,dreams,,
1167,sud,south,,
1168,spalle,shoulders,,
1169,mostro,monster,,
1170,pochi,few,,
1171,intendo,I mean,,
1172,dura,tough,,
1173,triste,sad,,
1174,buonasera,good evening,,
1175,attacco,attack,,
1176,bob,bobsleigh,,
1177,james,james,,
1178,tocca,touching,,
1179,m,m,,
1180,muoviti,move,,
1181,dirò,I will say,,
1182,potrebbero,they might,,
1183,affatto,at all,,
1184,sala,room,,
1185,lavori,works,,
1186,piena,full,,
1187,vedrai,you will see,,
1188,sappia,know,,
1189,comprare,to buy,,
1190,qualcun,someone,,
1191,belle,beautiful,,
1192,metri,meters,,
1193,scelto,chosen,,
1194,professore,teacher,,
1195,sbrigati,hurry up,,
1196,jim,jim,,
1197,adoro,I adore,,
1198,aiuti,aid,,
1199,parigi,Paris,,
1200,vivi,alive,,
1201,comando,command,,
1202,pericoloso,dangerous,,
1203,dannazione,damn,,
1204,scommetto,I bet,,
1205,occasione,opportunity,,
1206,mary,mary,,
1207,metà,half,,
1208,spazio,space,,
1209,regole,rules,,
1210,contatto,contact,,
1211,spirito,spirit,,
1212,povero,poor,,
1213,senta,hear,,
1214,appartamento,flat,,
1215,gambe,legs,,
1216,parliamo,let's talk,,
1217,pelle,skin,,
1218,riuscito,succeeded,,
1219,cucina,kitchen,,
1220,bomba,bomb,,
1221,fottuto,fucking,,
1222,combattere,fight,,
1223,pomeriggio,afternoon,,
1224,pianeta,planet,,
1225,diventato,become,,
1226,avremo,we'll have,,
1227,ehm,hum,,
1228,viva,Viva,,
1229,stavi,you were,,
1230,conoscere,know,,
1231,mangia,it eats,,
1232,visita,visit,,
1233,soldati,soldiers,,
1234,cattivo,bad,,
1235,aiutami,help me,,
1236,prometto,I promise,,
1237,sposato,married,,
1238,ovunque,everywhere,,
1239,ama,loves,,
1240,stupida,stupid,,
1241,bill,bill,,
1242,rotto,Broken,,
1243,tale,such,,
1244,fiume,river,,
1245,fratelli,brothers,,
1246,nemico,enemy,,
1247,ovviamente,obviously,,
1248,arma,weapon,,
1249,lingua,tongue,,
1250,borsa,bag,,
1251,anna,anna,,
1252,uscito,released,,
1253,vino,wine,,
1254,libri,books,,
1255,destino,destiny,,
1256,sicuramente,certainly,,
1257,maria,Mary,,
1258,piangere,to cry,,
1259,dovrai,you,,
1260,reale,real,,
1261,palla,ball,,
1262,preoccupare,worry,,
1263,ballo,dance,,
1264,venuti,came,,
1265,iniziato,started,,
1266,arrivata,arrived,,
1267,usato,used,,
1268,sentite,feeling,,
1269,urla,yell out,,
1270,cerco,I look for,,
1271,nato,born,,
1272,alzati,stand up,,
1273,aperto,open,,
1274,ritorno,return,,
1275,nove,nine,,
1276,b,b,,
1277,molta,much,,
1278,salvare,to save,,
1279,salvato,saved,,
1280,capisce,understands,,
1281,ê,is,,
1282,principe,prince,,
1283,lista,list,,
1284,intero,full,,
1285,avremmo,we would,,
1286,popolo,people,,
1287,passaggio,passage,,
1288,finestra,window,,
1289,alex,alex,,
1290,ricerca,search,,
1291,differenza,difference,,
1292,saltare,jump,,
